Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein	Total
OG0000204	0	12	10	5	5	2	2	22	13	1	22	0	2	0	1	8	4	17	4	42	2	20	2	13	5	0	8	222
OG0000205	0	2	0	7	6	2	24	16	24	30	2	6	9	0	2	12	5	2	0	12	11	18	3	7	7	4	11	222
OG0000206	10	6	1	1	2	3	3	4	13	9	3	3	20	2	6	18	7	6	2	8	12	18	19	7	18	2	18	221
OG0000207	3	19	12	8	2	5	5	3	2	2	5	4	3	7	7	4	15	33	31	5	7	9	8	2	9	1	8	219
OG0000208	6	8	9	20	6	0	0	9	1	2	17	2	2	3	20	35	0	3	5	27	6	7	4	16	6	3	2	219
OG0000209	12	1	0	0	6	2	6	9	1	1	12	20	16	0	18	14	0	0	0	12	17	14	20	7	15	3	12	218
OG0000210	4	19	9	9	5	1	1	5	4	12	9	6	3	0	3	9	4	3	3	8	15	24	18	3	21	2	18	218
OG0000211	3	12	8	15	0	10	9	2	10	30	3	8	9	0	14	3	9	7	5	10	7	9	10	4	3	3	15	218
OG0000212	0	2	6	18	6	17	18	5	3	0	7	6	9	15	0	0	7	5	9	6	3	43	4	4	1	3	21	218
OG0000213	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	218
OG0000214	0	1	0	1	3	0	0	0	0	1	13	1	2	0	3	42	0	1	1	10	6	16	29	30	16	4	37	217
OG0000215	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	217
OG0000216	3	10	6	4	3	12	18	2	3	3	10	17	17	3	3	4	7	3	2	10	11	13	12	6	12	1	18	213
OG0000217	5	8	4	4	6	13	10	3	8	9	9	17	8	4	14	8	9	2	4	12	7	8	9	11	6	5	10	213
OG0000218	3	3	8	2	6	9	6	1	6	7	3	11	13	0	14	11	6	2	3	16	17	37	5	11	4	3	6	213
OG0000219	1	7	4	7	13	6	13	13	0	11	12	4	3	0	36	14	0	0	0	18	6	12	3	15	8	0	6	212
OG0000220	0	0	3	2	1	12	21	11	0	21	5	22	3	0	31	14	1	2	0	17	1	3	7	6	1	14	14	212
OG0000221	4	10	4	13	1	9	8	5	6	11	3	13	21	0	7	6	4	8	1	16	11	10	15	9	7	1	7	210
OG0000222	4	10	19	12	8	6	3	16	0	0	26	0	0	0	32	20	3	8	9	11	0	0	0	18	0	4	0	209
OG0000223	0	0	3	9	2	2	4	3	4	17	9	5	9	0	22	9	12	17	3	14	23	7	7	6	12	5	5	209
OG0000224	0	0	5	1	19	0	0	0	7	1	43	4	3	0	0	7	2	4	6	26	1	24	8	18	6	10	14	209
OG0000225	5	10	2	1	20	16	1	0	0	4	11	0	29	0	12	1	1	2	3	38	0	30	3	10	4	2	3	208
OG0000226	8	10	17	17	6	2	2	5	4	4	8	7	7	18	6	5	6	6	6	8	10	9	9	6	9	4	9	208
OG0000227	7	20	0	0	6	5	9	1	3	1	25	4	5	1	40	2	1	8	3	18	6	6	5	16	9	3	4	208
OG0000228	0	0	2	0	11	11	15	14	0	79	1	6	7	1	0	0	10	0	9	25	0	3	0	1	6	6	1	208
OG0000229	3	0	4	11	0	24	22	2	0	1	1	15	6	2	6	3	38	35	24	3	0	0	0	2	0	0	5	207
OG0000230	4	5	13	20	4	2	1	14	3	10	4	3	2	0	16	10	2	2	3	11	8	14	23	3	21	0	9	207
OG0000231	2	22	7	3	4	1	17	8	1	11	2	4	6	6	29	4	1	1	1	17	13	4	17	1	4	11	9	206
OG0000232	2	16	6	5	7	11	6	7	7	9	16	13	4	0	9	12	12	5	9	13	0	4	5	0	8	8	12	206
OG0000233	0	5	2	10	6	2	3	14	15	14	5	0	0	0	5	6	4	7	5	20	1	23	13	11	8	15	12	206
OG0000234	0	0	1	1	10	15	13	31	1	14	13	7	0	0	7	10	9	2	0	36	0	0	0	20	5	5	6	206
OG0000235	0	0	0	1	2	0	0	3	18	28	21	17	13	0	9	12	0	0	0	8	5	6	6	8	7	14	27	205
OG0000236	4	16	2	9	2	11	13	3	0	5	4	18	15	12	5	7	14	8	10	3	4	6	6	3	16	0	8	204
OG0000237	7	6	4	6	4	9	10	5	2	7	11	13	12	5	14	11	14	8	12	7	2	2	3	5	7	6	11	203
OG0000238	2	6	3	2	4	7	9	3	3	4	10	6	6	2	29	17	7	4	4	15	9	9	10	4	12	7	8	202
OG0000239	6	11	18	14	7	1	1	4	7	12	8	1	0	35	7	6	0	0	0	6	10	19	4	7	5	2	11	202
OG0000240	0	8	1	2	8	2	0	5	0	3	6	15	2	0	3	0	2	1	2	7	17	75	15	4	13	7	4	202
OG0000241	0	6	0	5	11	1	35	9	2	16	8	2	1	2	5	21	0	0	1	4	2	37	5	16	12	0	1	202
OG0000242	0	2	0	2	1	0	0	4	1	3	35	4	2	0	0	3	0	0	0	26	17	31	17	24	20	6	4	202
OG0000243	9	14	6	13	4	5	21	4	7	10	8	16	2	2	13	6	6	6	4	5	2	8	4	2	8	2	14	201
OG0000244	8	12	1	1	9	6	9	6	9	9	8	8	8	1	10	12	2	2	4	16	9	7	7	10	7	10	10	201
OG0000245	0	7	0	1	5	2	2	9	2	12	11	0	0	0	4	0	3	4	2	19	9	39	16	14	21	7	12	201
OG0000246	0	0	4	3	19	7	5	10	2	2	19	11	0	0	5	20	0	0	0	14	8	25	8	5	13	9	12	201
OG0000247	3	5	1	2	2	2	2	3	3	3	4	12	10	2	5	4	1	1	1	4	16	42	24	1	28	3	16	200
OG0000248	0	30	0	7	10	12	0	5	3	1	8	2	1	0	3	20	0	0	0	32	4	12	10	18	4	15	3	200
OG0000249	0	0	9	0	40	0	0	16	1	36	13	2	2	0	2	4	0	0	0	24	2	6	7	14	8	4	10	200
OG0000250	1	6	3	3	0	17	15	0	0	1	3	9	9	0	2	4	11	11	10	4	4	26	23	2	22	2	10	198
OG0000251	0	0	0	0	12	4	3	11	0	21	1	10	4	0	2	25	1	3	2	54	2	3	18	2	9	3	7	197
OG0000252	0	0	0	0	0	0	2	0	1	182	2	0	0	0	3	1	0	0	0	0	1	0	4	0	1	0	0	197
OG0000253	10	13	0	0	9	3	3	16	2	3	27	9	3	0	34	12	0	0	0	16	3	3	3	12	4	8	3	196
OG0000254	3	9	4	6	5	7	7	4	5	7	11	6	6	5	9	7	1	1	2	11	9	18	19	5	21	2	6	196
OG0000255	2	8	23	17	9	4	4	13	0	0	18	2	0	2	25	15	6	5	8	9	1	2	1	16	0	5	1	196
OG0000256	6	12	10	11	6	11	11	2	11	12	7	13	19	1	5	4	9	8	4	5	5	9	1	2	1	2	8	195
OG0000257	1	11	7	2	4	1	2	2	11	4	5	12	15	0	5	5	1	1	1	3	18	30	13	5	25	1	10	195
OG0000258	0	3	5	5	35	3	3	10	2	4	4	1	5	1	10	13	5	7	1	21	12	4	7	10	8	7	9	195
OG0000259	1	6	9	6	4	11	12	4	6	3	9	8	18	0	2	4	9	4	5	13	7	16	3	6	9	3	16	194
OG0000260	5	14	6	8	4	14	12	1	1	5	4	12	14	5	7	7	8	6	6	8	12	13	6	2	5	0	8	193
OG0000261	2	2	13	0	0	1	2	4	1	6	9	0	0	0	1	10	2	3	0	3	11	32	29	7	34	0	21	193
OG0000262	2	3	1	1	9	1	1	18	1	1	12	1	1	1	19	10	2	1	3	70	2	1	1	2	1	27	1	193
OG0000263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	193
OG0000264	2	1	3	4	0	4	3	2	3	11	5	0	11	0	5	5	4	2	2	2	25	39	20	4	22	0	13	192
OG0000265	0	0	0	0	1	0	0	2	13	52	9	6	0	0	37	16	0	0	0	0	4	12	13	1	7	1	18	192
OG0000266	1	0	0	6	9	0	0	0	0	7	0	1	2	0	1	4	0	1	2	35	1	29	13	31	11	2	35	191
OG0000267	0	0	0	1	0	2	182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	191
OG0000268	0	0	6	11	11	4	38	0	2	0	4	1	0	0	0	3	38	2	7	21	11	0	0	8	0	2	21	190
OG0000269	6	3	0	0	8	2	2	12	42	2	23	1	0	0	10	2	6	7	10	37	1	3	4	3	0	5	0	189
OG0000270	0	11	2	1	7	9	4	1	1	5	14	3	2	0	4	6	2	2	4	33	5	23	11	11	11	4	13	189
OG0000271	0	4	2	19	8	5	1	6	3	4	15	4	1	0	8	7	3	1	1	33	0	28	8	11	6	5	6	189
OG0000272	1	2	11	0	12	8	15	2	6	13	10	10	11	4	22	14	1	0	1	10	5	10	5	5	5	2	3	188
OG0000273	0	0	0	0	0	1	0	0	0	178	0	0	0	1	0	0	0	0	0	0	1	1	3	0	2	0	1	188
OG0000274	0	1	3	1	8	3	1	8	2	5	12	4	17	0	8	15	0	0	0	13	16	7	13	2	19	14	15	187
OG0000275	1	13	2	11	28	2	1	14	0	8	3	0	0	0	14	5	1	0	0	3	3	19	42	1	4	1	9	185
OG0000276	0	1	4	1	3	4	4	3	0	0	10	3	4	2	13	7	0	0	0	10	18	25	21	4	38	3	7	185
OG0000277	0	0	1	1	9	1	1	15	0	0	5	1	6	1	17	9	1	0	1	8	13	22	12	9	28	6	17	184
OG0000278	0	0	0	0	0	0	0	0	0	1	0	4	6	0	0	0	0	0	0	0	44	41	1	0	15	0	72	184
OG0000279	4	15	4	4	3	4	1	1	0	43	12	0	0	0	0	0	4	5	8	13	8	15	13	13	3	1	9	183
OG0000280	11	12	3	4	3	4	6	3	8	5	11	7	8	4	7	13	2	2	1	12	7	10	9	9	10	4	8	183
OG0000281	6	3	6	7	1	5	5	3	3	4	3	10	11	8	3	2	2	2	3	2	13	22	25	1	25	2	6	183
OG0000282	1	2	3	4	3	11	7	5	6	8	12	1	4	0	6	2	0	0	0	26	7	32	7	4	12	3	17	183
OG0000283	0	6	1	1	0	16	2	19	4	0	33	0	0	0	1	19	9	4	6	32	0	8	1	6	0	5	10	183
OG0000284	0	2	0	4	24	1	20	13	0	1	16	1	0	0	11	5	3	1	2	35	0	5	3	12	4	6	14	183
OG0000285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	16	0	7	0	0	183
OG0000286	6	12	11	15	3	5	7	6	4	7	6	6	6	13	9	2	4	5	5	6	6	6	7	4	6	6	8	181
OG0000287	0	6	0	2	13	4	7	17	2	2	25	1	1	0	49	3	0	0	0	40	0	0	0	8	0	1	0	181
OG0000288	2	6	0	1	3	14	6	3	12	28	6	6	9	0	7	5	0	0	0	8	12	8	12	9	12	2	9	180
OG0000289	4	4	1	3	2	4	9	7	1	54	7	2	0	0	0	0	4	1	0	2	5	36	17	0	8	1	7	179
OG0000290	0	0	0	4	2	0	1	0	0	11	0	0	0	0	1	26	0	0	0	36	3	56	2	0	8	24	5	179
OG0000291	0	0	0	1	17	0	0	1	0	1	4	4	5	0	5	26	0	0	0	50	7	19	1	11	12	10	5	179
OG0000292	0	1	2	3	10	0	0	3	0	0	24	11	5	0	3	1	2	1	1	31	1	13	10	1	9	19	27	178
OG0000293	3	8	6	0	2	10	12	3	2	3	5	20	15	2	5	8	7	0	10	4	4	7	11	4	13	4	9	177
OG0000294	8	7	3	6	9	1	1	10	2	2	6	1	1	2	32	15	1	1	0	24	4	13	6	5	5	7	4	176
OG0000295	3	4	5	4	7	14	9	11	2	4	5	0	8	5	10	13	3	1	9	34	2	2	3	3	2	0	13	176
OG0000296	1	6	2	7	1	0	2	3	8	11	9	9	10	0	18	7	14	4	6	4	11	5	4	9	7	2	16	176
OG0000297	1	6	3	0	10	4	3	2	9	19	3	0	36	0	5	7	4	7	0	7	0	24	7	6	7	0	6	176
OG0000298	1	2	0	1	6	0	2	12	0	2	20	0	0	0	42	23	0	0	0	32	0	0	0	20	1	5	7	176
OG0000299	7	10	8	8	0	10	7	1	4	7	4	14	6	2	3	3	8	12	2	4	2	16	9	4	11	0	11	173
OG0000300	1	3	9	8	3	0	0	10	0	0	13	5	7	37	5	19	2	3	1	20	13	2	3	0	3	0	6	173
OG0000301	1	1	2	1	17	1	1	3	2	26	15	5	3	1	3	7	2	1	1	25	3	13	5	7	19	2	6	173
OG0000302	0	11	0	0	20	7	6	1	4	6	9	0	1	0	6	6	0	0	0	47	3	13	2	17	5	6	3	173
OG0000303	0	0	6	2	26	6	6	1	5	1	1	4	0	0	2	4	0	0	0	8	1	65	5	0	9	7	14	173
OG0000304	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	64	35	59	1	5	0	4	173
OG0000305	0	0	0	1	18	0	2	15	0	0	9	21	7	0	2	6	0	0	0	27	4	9	14	15	11	8	4	173
OG0000306	7	12	3	7	5	12	11	4	3	4	9	13	11	1	10	0	7	7	7	2	11	5	3	4	8	2	4	172
OG0000307	4	6	4	6	6	3	6	8	5	9	11	4	4	4	14	6	4	3	4	13	8	5	8	8	8	5	6	172
OG0000308	3	12	0	3	2	9	11	1	3	2	3	10	18	5	15	2	9	3	4	5	7	7	3	4	19	1	10	171
OG0000309	1	4	0	1	7	1	1	15	0	0	23	0	0	0	50	10	0	0	0	34	0	0	0	4	0	18	2	171
OG0000310	0	0	0	0	1	0	0	1	0	122	4	8	2	0	0	2	0	0	0	1	1	7	2	0	1	0	19	171
OG0000311	0	0	0	0	0	0	1	0	0	4	0	0	0	0	152	0	0	0	0	0	7	2	0	0	1	0	4	171
OG0000312	3	2	3	5	7	8	12	11	3	6	23	4	5	1	21	13	1	1	1	29	4	1	1	0	1	3	1	170
OG0000313	0	1	1	3	5	7	9	4	3	1	15	2	2	1	18	7	1	0	0	15	8	24	19	0	20	3	1	170
OG0000314	0	0	9	10	1	16	15	11	1	14	3	11	7	5	8	3	8	5	2	13	2	6	3	4	4	0	9	170
OG0000315	0	0	10	5	0	0	1	0	1	3	3	14	9	0	2	2	8	7	6	8	26	14	14	1	13	2	21	170
OG0000316	2	0	1	31	10	0	0	10	0	0	23	0	0	0	2	63	1	3	1	11	0	0	0	1	0	10	0	169
OG0000317	0	10	4	4	12	5	12	15	0	12	22	1	5	0	0	9	1	8	2	17	1	19	4	0	0	1	5	169
OG0000318	2	37	6	3	5	3	0	7	1	2	10	1	2	0	10	1	0	6	0	15	3	28	3	13	6	2	2	168
OG0000319	2	7	0	2	2	2	8	7	1	0	10	9	9	1	19	8	10	0	1	18	9	15	5	12	5	1	4	167
OG0000320	1	9	6	5	5	5	6	2	3	10	10	6	5	0	15	8	9	2	10	2	3	13	6	5	8	2	11	167
OG0000321	0	19	0	1	2	0	1	4	0	11	9	1	2	0	16	10	0	0	0	11	8	19	15	9	21	0	8	167
OG0000322	0	1	0	1	3	0	0	11	0	0	27	8	10	0	6	9	5	10	5	22	2	7	5	23	6	2	4	167
OG0000323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	167
OG0000324	4	8	2	6	2	10	10	2	7	8	9	11	13	0	4	8	7	5	4	5	5	8	5	5	6	4	8	166
OG0000325	4	11	13	16	3	2	1	5	13	13	10	5	6	13	6	2	7	5	6	4	3	4	3	3	3	0	4	165
OG0000326	0	1	2	6	7	5	10	1	7	3	18	6	10	0	2	2	0	0	0	17	8	3	5	27	2	18	5	165
OG0000327	0	3	0	3	1	1	0	3	0	3	8	1	3	88	0	9	0	0	0	9	0	9	2	4	1	1	16	165
OG0000328	0	0	0	1	9	0	7	0	1	58	1	1	2	0	4	0	0	1	0	3	7	29	5	0	18	6	12	165
OG0000329	4	5	2	5	5	8	9	10	1	3	16	5	5	5	13	4	4	3	3	7	8	10	7	8	7	3	4	164
OG0000330	0	1	0	0	0	1	0	0	9	5	1	0	18	0	7	1	0	0	0	0	32	24	18	0	30	0	17	164
OG0000331	0	0	0	2	0	0	0	2	0	1	16	17	8	0	0	0	0	3	2	9	4	21	24	10	33	0	12	164
OG0000332	1	11	3	2	2	8	12	3	3	15	5	12	12	6	6	4	4	1	2	7	4	5	4	3	9	3	16	163
OG0000333	3	6	12	12	3	3	4	4	4	8	9	7	8	7	12	10	1	4	2	5	6	6	7	6	6	1	7	163
OG0000334	1	0	4	0	2	1	0	0	1	2	19	4	5	0	1	2	0	0	0	0	24	25	28	4	22	1	17	163
OG0000335	0	7	4	2	15	2	5	2	0	0	10	5	1	0	1	14	0	0	2	25	0	21	8	13	3	11	12	163
OG0000336	0	2	0	1	8	0	0	2	0	1	3	13	25	4	1	42	0	0	0	32	0	7	3	1	3	3	12	163
OG0000337	3	7	4	3	7	7	9	3	4	1	5	7	8	2	10	3	2	3	5	11	10	11	12	2	12	1	10	162
OG0000338	6	4	6	4	7	2	2	8	2	5	9	2	2	0	18	8	0	4	2	19	10	7	12	5	14	2	1	161
OG0000339	2	0	2	5	3	0	2	3	0	0	7	9	7	4	7	2	0	0	0	3	12	24	22	8	33	6	0	161
OG0000340	0	8	9	0	4	6	5	15	2	18	26	2	0	0	4	4	1	1	6	4	15	20	6	0	2	0	3	161
OG0000341	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	160
OG0000342	0	0	0	2	0	1	3	0	2	150	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	160
OG0000343	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	38	33	0	45	0	2	159
OG0000344	0	1	0	2	10	0	0	10	1	4	11	10	3	0	13	20	1	1	0	15	3	32	5	2	5	5	4	158
OG0000345	4	6	4	3	5	7	8	6	7	8	11	6	5	3	12	5	2	2	2	11	6	5	5	8	6	5	5	157
OG0000346	0	1	0	7	3	3	5	6	1	21	0	0	0	0	1	19	6	2	2	1	14	37	3	6	2	0	17	157
OG0000347	2	10	1	4	4	9	7	1	2	2	2	7	11	1	8	3	9	2	4	5	15	14	9	6	12	0	6	156
OG0000348	6	5	0	1	11	3	4	6	1	15	18	1	1	0	16	24	0	0	0	14	6	1	4	8	3	4	4	156
OG0000349	0	0	0	2	16	0	0	11	0	0	15	14	6	0	0	6	0	0	0	12	14	7	5	26	11	8	3	156
OG0000350	2	6	8	8	3	4	3	8	1	2	14	5	5	8	16	2	3	3	4	3	8	10	10	6	8	1	4	155
OG0000351	6	11	5	6	3	8	5	0	6	3	7	6	9	3	4	3	15	7	8	3	6	3	5	5	7	2	9	155
OG0000352	3	3	0	0	6	2	2	5	0	0	15	5	8	0	15	20	0	0	0	14	15	7	8	11	11	5	0	155
OG0000353	3	5	1	1	2	1	1	10	3	3	7	5	5	2	5	5	5	6	9	7	6	17	12	5	19	2	8	155
OG0000354	5	5	0	0	2	2	4	3	1	5	5	14	14	1	9	4	0	0	0	4	11	14	17	3	20	1	11	155
OG0000355	7	15	1	0	5	2	3	4	12	13	9	7	6	0	8	9	0	0	0	5	9	9	7	6	7	3	8	155
OG0000356	6	5	6	4	7	0	1	11	2	3	2	1	1	0	31	19	0	1	0	28	2	4	4	7	3	7	0	155
OG0000357	0	0	0	1	24	0	0	9	0	0	29	0	0	0	5	20	0	0	0	33	0	0	0	24	0	10	0	155
OG0000358	2	3	0	0	4	0	2	9	0	0	10	0	0	5	18	13	0	0	0	13	11	18	16	6	22	1	1	154
OG0000359	5	6	2	3	8	5	5	7	2	2	13	5	5	2	16	8	3	3	3	12	6	6	6	8	6	2	5	154
OG0000360	9	3	0	1	5	12	9	5	0	5	23	2	0	1	3	5	9	9	7	7	6	11	9	4	3	0	6	154
OG0000361	1	10	1	1	3	0	0	6	7	7	10	5	5	0	23	6	0	0	0	7	14	11	9	6	13	4	4	153
OG0000362	4	9	0	1	5	0	3	4	2	3	0	12	12	0	27	1	1	0	0	19	8	8	5	10	6	4	9	153
OG0000363	2	6	0	0	6	0	0	11	0	1	30	1	1	0	10	29	0	0	0	23	2	1	2	12	0	15	1	153
OG0000364	0	15	0	3	5	0	0	10	0	0	10	5	5	0	2	21	0	0	0	22	2	20	4	4	15	10	0	153
OG0000365	0	2	1	0	0	0	0	0	0	0	8	4	2	0	4	6	0	0	0	17	14	26	30	1	27	0	11	153
OG0000366	0	1	1	0	16	0	1	15	4	1	2	0	0	0	7	16	2	3	5	10	15	9	19	7	10	3	6	153
OG0000367	0	0	1	0	10	2	2	7	3	7	2	1	2	0	5	13	0	0	0	21	11	8	10	1	32	2	13	153
OG0000368	0	0	0	1	2	4	6	0	7	25	0	1	0	0	2	2	0	0	0	12	13	35	10	0	12	4	17	153
OG0000369	3	3	4	4	3	5	5	2	6	4	2	20	16	0	7	6	5	5	4	3	7	5	9	1	7	2	14	152
OG0000370	1	0	1	9	6	0	0	5	0	12	11	9	5	0	2	1	0	3	1	16	1	32	2	10	2	16	7	152
OG0000371	0	10	0	2	7	2	4	5	7	7	17	3	4	2	18	11	1	1	2	12	3	6	5	2	6	5	10	152
OG0000372	0	1	0	0	0	0	1	0	0	0	0	0	0	147	0	1	0	0	0	1	0	0	0	0	1	0	0	152
OG0000373	0	0	0	1	6	4	2	2	0	2	10	4	8	0	3	18	0	0	0	36	0	8	5	8	21	7	7	152
OG0000374	1	2	1	1	2	6	6	2	1	2	4	20	26	1	8	12	1	1	1	12	2	3	3	6	3	1	23	151
OG0000375	4	19	4	2	5	0	0	4	2	3	7	1	7	0	4	2	1	1	2	11	13	8	21	3	19	1	6	150
OG0000376	7	11	2	4	3	7	9	3	4	11	6	10	15	0	10	5	1	0	0	6	4	4	5	7	8	2	6	150
OG0000377	2	8	2	3	5	3	3	4	2	2	9	4	3	1	22	10	0	0	0	19	5	9	6	9	6	9	4	150
OG0000378	0	5	7	1	38	1	1	13	0	1	16	5	0	0	1	20	0	0	1	30	0	0	0	2	0	8	0	150
OG0000379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	1	0	0	0	0	150
OG0000380	13	0	0	15	1	3	3	6	12	25	10	6	0	0	5	5	1	1	0	7	7	11	4	5	5	0	4	149
OG0000381	2	7	4	4	2	9	9	0	5	10	5	9	12	1	10	5	5	3	4	2	9	6	5	1	7	4	9	149
OG0000382	0	1	5	7	8	7	11	8	0	2	8	5	4	0	11	6	20	14	10	11	0	0	0	6	2	3	0	149
OG0000383	5	6	3	2	7	2	2	2	3	1	9	8	6	2	17	6	2	3	3	29	2	2	2	10	2	7	5	148
OG0000384	5	8	5	5	3	3	4	3	5	6	6	6	6	6	6	4	2	2	2	9	8	9	9	5	9	3	9	148
OG0000385	2	6	1	2	4	5	7	5	5	7	11	9	8	1	10	3	1	0	0	11	11	9	10	1	12	2	5	148
OG0000386	4	12	0	1	8	0	0	9	7	6	22	2	1	0	20	10	0	0	0	18	1	0	0	24	0	3	0	148
OG0000387	4	3	2	3	15	6	7	5	2	4	14	4	4	1	16	4	4	3	3	3	5	6	7	5	10	2	6	148
OG0000388	0	3	0	4	11	1	2	11	0	1	16	18	5	0	5	15	0	0	0	16	2	4	2	12	4	10	5	147
OG0000389	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	147
OG0000390	1	3	2	3	0	3	5	5	3	15	9	4	4	0	6	9	27	13	12	4	2	1	2	2	2	5	4	146
OG0000391	2	6	2	8	2	9	11	1	1	10	3	4	1	0	1	0	12	14	15	2	0	13	6	3	9	0	10	145
OG0000392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	145
OG0000393	8	6	4	6	3	6	7	3	7	14	12	5	3	3	4	6	7	6	4	5	3	3	2	4	6	2	5	144
OG0000394	4	4	6	7	4	5	5	1	2	3	4	6	6	11	6	4	6	6	6	6	9	7	9	2	8	1	6	144
OG0000395	1	2	3	4	4	2	3	6	6	7	5	8	7	6	19	11	1	3	3	10	3	7	4	2	5	2	10	144
OG0000396	1	3	0	0	5	15	15	6	4	48	17	4	0	0	0	3	3	0	0	5	1	1	2	2	4	2	3	144
OG0000397	0	0	1	0	0	0	0	1	3	3	5	3	5	0	10	3	0	0	0	10	25	25	12	9	19	1	9	144
OG0000398	0	0	0	1	10	2	4	4	0	27	1	4	0	0	50	3	0	0	0	8	3	19	1	0	3	1	3	144
OG0000399	0	0	0	0	11	0	0	8	0	0	35	0	0	0	35	8	0	0	0	39	0	0	0	2	1	5	0	144
OG0000400	0	0	0	0	0	0	0	0	0	142	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	144
OG0000401	1	1	1	1	2	18	31	1	4	3	2	3	16	1	1	2	2	3	5	0	22	14	2	1	3	1	2	143
OG0000402	4	7	4	4	1	12	12	8	5	5	5	6	7	2	13	6	9	7	5	10	0	1	0	4	1	4	1	143
OG0000403	0	0	1	0	15	0	0	58	0	1	4	0	0	0	4	12	0	0	0	7	0	0	0	14	0	27	0	143
OG0000404	4	9	5	2	4	1	1	1	7	8	6	5	5	39	4	0	5	4	4	3	4	6	3	2	3	1	6	142
OG0000405	2	5	8	5	3	10	7	6	3	6	12	3	3	2	15	9	3	2	2	8	4	4	5	3	3	2	7	142
OG0000406	1	3	0	0	0	0	0	0	95	13	1	2	2	1	1	0	0	0	0	0	4	6	5	0	6	0	2	142
OG0000407	1	0	0	2	4	3	1	13	2	0	13	2	1	2	3	20	0	0	0	18	4	39	6	1	2	3	2	142
OG0000408	12	11	0	3	1	7	4	2	10	12	6	7	6	1	14	4	9	9	4	5	3	1	1	4	1	0	4	141
OG0000409	2	6	1	4	6	4	2	12	3	0	6	9	1	0	2	10	2	2	3	24	4	21	4	3	1	2	7	141
OG0000410	0	9	8	3	29	0	0	3	0	0	2	0	0	0	27	14	10	12	2	10	0	0	0	9	0	3	0	141
OG0000411	3	3	2	2	7	3	4	4	3	21	10	3	3	3	7	8	5	3	4	8	5	3	3	9	3	6	5	140
OG0000412	2	1	1	1	1	2	3	0	7	13	8	10	13	0	5	3	1	1	1	4	3	14	9	6	12	1	18	140
OG0000413	2	6	2	2	6	12	8	4	4	4	7	4	5	1	6	2	5	4	4	7	7	8	8	6	8	2	6	140
OG0000414	1	6	0	0	0	0	0	1	12	67	4	8	9	0	2	2	0	0	0	1	5	5	2	0	6	1	7	139
OG0000415	1	3	0	0	3	0	0	1	6	4	7	8	7	0	4	9	0	1	4	16	11	9	7	10	16	4	8	139
OG0000416	6	8	4	4	1	11	12	0	5	13	4	4	3	10	3	2	6	7	5	3	3	5	2	6	7	1	4	139
OG0000417	1	1	5	4	2	1	9	7	4	14	7	12	0	4	6	3	2	0	0	5	10	10	8	8	3	3	10	139
OG0000418	0	0	4	5	1	0	0	0	0	0	0	19	23	16	0	0	0	0	0	0	5	9	13	0	13	0	31	139
OG0000419	0	0	0	0	0	0	0	0	0	135	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
OG0000420	0	1	5	3	3	3	3	5	2	1	7	3	4	31	7	4	3	4	5	5	3	3	8	3	16	2	4	138
OG0000421	0	2	1	2	5	1	1	5	1	2	11	4	15	1	11	6	2	2	2	9	10	8	13	1	14	3	6	138
